4577.935059	10.60
4577.952148	6.09
4577.969238	0.83
4577.986816	13.77
4578.003906	0.00
4578.020996	9.29
4578.038574	3.70
4578.055664	6.57
4578.072754	25.70
4578.089844	23.79
4578.107422	0.00
4578.124512	0.00
4578.141602	0.00
4578.158691	0.00
4578.176270	0.00
4578.193359	18.50
4578.210449	0.00
4578.227539	14.41
4578.245117	0.00
4578.262207	21.82
4578.279297	9.96
4578.296875	8.69
4578.313965	1.89
4578.331055	9.94
4578.348145	0.00
4578.365723	0.00
4578.382812	16.03
4578.399902	22.81
4578.416992	0.00
4578.434570	20.29
4578.451660	0.00
4578.468750	20.01
4578.485840	2.29
4578.503418	34.94
4578.520508	15.59
4578.537598	0.00
4578.554688	0.00
4578.572266	0.00
4578.589355	8.09
4578.606445	8.25
4578.623535	0.00
4578.641113	0.00
4578.658203	11.80
4578.675293	0.00
4578.692383	9.33
4578.709961	6.98
4578.727051	0.00
4578.744141	0.00
4578.761230	0.00
4578.778809	3.96
4578.795898	18.71
4578.812988	9.35
4578.830078	0.00
4578.847656	11.10
4578.864746	0.00
4578.881836	0.00
4578.898926	5.02
4578.916016	29.35
4578.933594	0.00
4578.950684	22.10
4578.967773	7.16
4578.984863	0.00
4579.002441	0.00
4579.019531	0.00
4579.036621	42.38
4579.053711	43.24
4579.071289	0.00
4579.088379	17.77
4579.105469	42.66
4579.122559	13.22
4579.139648	8.92
4579.157227	37.48
4579.174316	0.42
4579.191406	44.45
4579.208496	46.57
4579.226074	44.10
4579.243164	105.70
4579.260254	150.37
4579.277344	284.63
4579.294434	655.92
4579.312012	1936.81
4579.329102	6203.35
4579.346191	11154.68
4579.363281	7291.91
4579.380371	2101.43
4579.397949	686.53
4579.415039	316.55
4579.432129	146.27
4579.449219	131.75
4579.466797	73.23
4579.483887	43.69
4579.500977	67.13
4579.518066	19.53
4579.535156	0.00
4579.552734	0.00
4579.569824	5.90
4579.586914	24.27
4579.604004	48.16
4579.621094	1.57
4579.638672	43.14
4579.655762	28.29
4579.672852	8.19
4579.689941	32.38
4579.707031	24.31
4579.724609	0.00
4579.741699	30.91
4579.758789	16.19
4579.775879	0.00
4579.792969	24.45
4579.810547	26.26
4579.827637	37.13
4579.844727	60.80
4579.861816	0.00
4579.878906	33.65
4579.896484	17.10
4579.913574	0.00
4579.930664	0.00
4579.947754	0.00
4579.964844	0.00
4579.981934	0.00
4579.999512	12.68
4580.016602	13.12
4580.033691	0.00
4580.050781	1.34
4580.067871	0.00
4580.085449	32.73
4580.102539	0.00
4580.119629	26.18
4580.136719	9.95
4580.153809	3.91
4580.170898	34.23
4580.188477	10.54
4580.205566	0.00
4580.222656	0.00
4580.239746	15.02
4580.256836	0.00
4580.273926	0.00
4580.291504	30.89
4580.308594	11.70
4580.325684	10.65
4580.342773	0.00
4580.359863	6.70
4580.377441	12.70
4580.394531	8.15
4580.411621	12.08
4580.428711	19.63
4580.445801	0.00
4580.462891	23.73
4580.479980	0.00
4580.497559	0.00
4580.514648	0.80
4580.531738	3.83
4580.548828	0.00
4580.565918	16.74
4580.583008	0.00
4580.600586	0.00
4580.617676	33.34
4580.634766	0.00
4580.651855	0.00
4580.668945	20.02
4580.686035	37.66
4580.703613	0.00
4580.720703	0.00
4580.737793	0.00
4580.754883	0.00
4580.771973	46.15
4580.789062	26.58
4580.806152	0.00
4580.823730	30.78
4580.840820	0.00
4580.857910	6.92
4580.875000	8.63
4580.892090	0.00
4580.909180	16.88
4580.926270	27.49
4580.943848	20.87
4580.960938	0.00
4580.978027	18.38
4580.995117	0.00
4581.012207	10.24
4581.029297	18.54
4581.046387	0.00
4581.063965	7.08
4581.081055	4.46
4581.098145	14.98
4581.115234	14.07
4581.132324	27.67
4581.149414	27.09
4581.166504	21.23
4581.184082	14.54
4581.201172	22.25
4581.218262	22.59
4581.235352	0.00
4581.252441	34.49
4581.269531	0.00
4581.286621	3.02
4581.303711	0.00
4581.321289	2.53
4581.338379	0.00
4581.355469	0.00
4581.372559	23.25
4581.389648	0.00
4581.406738	0.00
4581.423828	11.45
4581.440918	16.02
4581.458496	0.00
4581.475586	22.78
4581.492676	22.56
4581.509766	0.00
4581.526855	17.64
4581.543945	5.03
4581.561035	18.42
4581.578125	41.61
4581.595215	0.00
4581.612793	2.27
4581.629883	2.80
4581.646973	1.88
4581.664062	31.35
4581.681152	28.00
4581.698242	26.81
4581.715332	0.00
4581.732422	28.12
4581.749512	0.00
4581.767090	12.92
4581.784180	40.83
4581.801270	0.00
4581.818359	2.78
4581.835449	22.49
4581.852539	14.04
4581.869629	0.00
4581.886719	16.83
4581.903809	0.00
4581.920898	12.00
4581.938477	19.75
4581.955566	0.00
4581.972656	0.00
4581.989746	0.00
4582.006836	1.26
4582.023926	25.35
4582.041016	22.44
4582.058105	0.00
4582.075195	3.88
4582.092285	33.02
4582.109375	0.00
4582.126953	0.00
4582.144043	46.89
4582.161133	6.90
4582.178223	13.02
4582.195312	19.80
4582.212402	20.53
4582.229492	0.00
4582.246582	37.41
4582.263672	28.68
4582.280762	0.00
4582.297852	0.00
4582.315430	14.15
4582.332520	24.47
4582.349609	29.79
4582.366699	5.23
4582.383789	15.68
4582.400879	5.74
4582.417969	0.00
4582.435059	0.00
4582.452148	24.69
4582.469238	24.85
4582.486328	0.00
4582.503418	52.67
4582.520508	30.06
4582.537598	0.00
4582.555176	16.77
4582.572266	0.00
4582.589355	10.83
4582.606445	16.08
4582.623535	31.28
4582.640625	0.00
4582.657715	31.88
4582.674805	21.63
4582.691895	0.00
4582.708984	0.00
4582.726074	23.00
4582.743164	0.00
4582.760254	8.72
4582.777344	0.00
4582.794434	1.10
4582.812012	4.23
4582.829102	17.61
4582.846191	0.00
4582.863281	5.43
4582.880371	7.95
4582.897461	2.56
4582.914551	8.00
4582.931641	0.00
4582.948730	0.00
4582.965820	25.70
4582.982910	17.01
4583.000000	6.32
4583.017090	0.00
4583.034180	16.12
4583.051270	0.00
4583.068359	15.24
4583.085449	20.53
4583.102539	0.00
4583.119629	21.11
4583.136719	9.34
4583.154297	22.68
4583.171387	0.00
4583.188477	0.00
4583.205566	0.00
4583.222656	0.00
4583.239746	0.00
4583.256836	16.34
4583.273926	0.00
4583.291016	27.16
4583.308105	0.00
4583.325195	12.35
4583.342285	28.06
4583.359375	0.00
4583.376465	8.29
4583.393555	0.00
4583.410645	0.00
4583.427734	2.50
4583.444824	1.57
4583.461914	4.83
4583.479004	8.98
4583.496094	25.88
4583.513184	0.00
4583.530273	0.00
4583.547363	45.23
4583.564453	0.00
4583.581543	20.40
4583.598633	2.23
4583.615723	22.34
4583.632812	0.00
4583.649902	21.03
4583.666992	14.90
4583.684570	0.00
4583.701660	0.10
4583.718750	20.43
4583.735840	7.97
4583.752930	0.00
4583.770020	0.00
4583.787109	0.25
4583.804199	0.00
4583.821289	8.59
4583.838379	0.00
4583.855469	23.57
4583.872559	0.00
4583.889648	10.07
4583.906738	0.00
4583.923828	4.39
4583.940918	14.26
4583.958008	0.00
4583.975098	0.00
4583.992188	11.97
4584.009277	0.00
4584.026367	0.00
4584.043457	11.76
4584.060547	10.30
4584.077637	0.00
4584.094727	4.49
4584.111816	1.47
4584.128906	0.00
4584.145996	24.91
4584.163086	13.02
4584.180176	0.00
4584.197266	21.65
4584.214355	20.49
4584.231445	18.96
4584.248535	15.02
4584.265625	0.05
4584.282715	0.00
4584.299805	16.14
4584.316895	20.38
4584.333984	0.00
4584.351074	21.70
4584.368164	0.00
4584.385254	0.12
4584.402344	63.02
4584.419434	0.00
4584.436523	0.00
4584.453613	13.57
4584.470703	3.18
4584.487793	0.00
4584.504883	0.00
4584.521973	0.00
4584.538574	20.02
4584.555664	9.52
4584.572754	0.00
4584.589844	0.00
4584.606934	0.00
4584.624023	0.00
4584.641113	0.00
4584.658203	26.18
4584.675293	59.73
4584.692383	27.01
4584.709473	1.25
4584.726562	15.71
4584.743652	27.71
4584.760742	22.19
4584.777832	0.00
4584.794922	0.00
4584.812012	21.30
4584.829102	18.04
4584.846191	0.00
4584.863281	0.00
4584.880371	23.26
4584.897461	0.00
4584.914551	34.35
4584.931641	47.25
4584.948730	32.52
4584.965820	36.16
4584.982910	40.64
4585.000000	13.92
4585.017090	13.43
4585.034180	32.93
4585.051270	0.00
4585.068359	0.00
4585.084961	17.35
4585.102051	0.00
4585.119141	0.00
4585.136230	11.99
4585.153320	33.81
4585.170410	0.00
4585.187500	0.00
4585.204590	20.82
4585.221680	0.84
4585.238770	6.81
4585.255859	2.84
4585.272949	49.53
4585.290039	0.00
4585.307129	9.35
4585.324219	0.00
4585.341309	0.00
4585.358398	0.00
4585.375488	0.00
4585.392578	16.04
4585.409180	1.08
4585.426270	0.00
4585.443359	32.09
4585.460449	32.58
4585.477539	0.00
4585.494629	13.71
4585.511719	6.04
4585.528809	5.44
4585.545898	0.00
4585.562988	10.87
4585.580078	0.00
4585.597168	11.62
4585.614258	0.00
4585.631348	33.32
4585.648438	0.00
4585.665527	0.00
4585.682129	16.54
4585.699219	2.35
4585.716309	1.27
4585.733398	24.15
4585.750488	0.00
4585.767578	13.17
4585.784668	0.00
4585.801758	9.80
4585.818848	0.00
4585.835938	15.73
4585.853027	5.68
4585.870117	37.48
4585.887207	0.00
4585.903809	13.34
4585.920898	12.74
4585.937988	0.00
4585.955078	0.00
4585.972168	2.29
4585.989258	0.00
4586.006348	17.43
4586.023438	14.49
4586.040527	7.18
4586.057617	28.04
4586.074707	18.67
4586.091309	12.27
4586.108398	0.00
4586.125488	0.00
4586.142578	34.77
4586.159668	0.00
4586.176758	12.27
4586.193848	0.00
4586.210938	18.53
4586.228027	0.00
4586.245117	0.00
4586.262207	0.00
4586.278809	4.76
4586.295898	0.76
4586.312988	22.81
4586.330078	18.72
4586.347168	3.66
4586.364258	2.72
4586.381348	0.00
4586.398438	0.08
4586.415527	37.74
4586.432617	17.17
4586.449219	32.35
4586.466309	8.63
4586.483398	18.82
4586.500488	0.00
4586.517578	24.80
4586.534668	34.33
4586.551758	17.85
4586.568848	0.00
4586.585938	23.66
4586.602539	40.43
4586.619629	0.00
4586.636719	42.32
4586.653809	61.67
4586.670898	6.22
4586.687988	0.00
4586.705078	3.55
4586.722168	24.07
4586.738770	17.01
4586.755859	17.79
4586.772949	1.28
4586.790039	20.11
4586.807129	15.61
4586.824219	1.71
4586.841309	11.93
4586.858398	29.43
4586.875000	3.50
4586.892090	15.29
4586.909180	3.04
4586.926270	0.00
4586.943359	13.65
4586.960449	5.21
4586.977539	0.00
4586.994629	16.99
4587.011230	4.47
4587.028320	15.29
4587.045410	14.27
4587.062500	10.88
4587.079590	5.69
4587.096680	36.35
4587.113770	29.08
4587.130859	10.16
4587.147461	0.00
4587.164551	42.34
4587.181641	0.00
4587.198730	36.65
4587.215820	9.91
4587.232910	0.00
4587.250000	7.75
4587.266602	13.81
4587.283691	0.00
4587.300781	27.78
4587.317871	3.28
4587.334961	0.00
4587.352051	5.88
4587.368652	19.95
4587.385742	0.00
4587.402832	34.22
4587.419922	0.00
4587.437012	0.00
4587.454102	0.00
4587.471191	10.16
4587.487793	0.00
4587.504883	1.21
4587.521973	14.71
4587.539062	5.02
4587.556152	11.56
4587.573242	20.32
4587.589844	0.00
4587.606934	9.46
4587.624023	0.00
4587.641113	0.00
4587.658203	0.00
4587.675293	0.00
4587.692383	0.00
4587.708984	25.52
4587.726074	4.63
4587.743164	27.09
4587.760254	9.85
4587.777344	40.68
4587.794434	12.94
4587.811035	18.68
4587.828125	14.50
4587.845215	21.28
4587.862305	17.32
4587.879395	83.96
4587.895996	83.21
4587.913086	40.27
4587.930176	10.45
4587.947266	0.00
4587.964355	0.00
4587.981445	4.55
4587.998047	0.00
4588.015137	0.00
4588.032227	41.20
4588.049316	12.73
4588.066406	19.53
4588.083008	24.56
4588.100098	0.00
4588.117188	22.88
4588.134277	0.95
4588.151367	0.00
4588.168457	1.33
4588.185059	0.00
4588.202148	4.92
4588.219238	19.22
4588.236328	6.54
4588.253418	30.10
4588.270020	0.00
4588.287109	18.90
4588.304199	24.02
4588.321289	39.67
4588.338379	3.30
4588.354980	35.60
4588.372070	0.00
4588.389160	105.02
4588.406250	218.88
4588.423340	459.33
4588.439941	299.74
4588.457031	52.62
4588.474121	9.48
4588.491211	3.00
4588.508301	22.62
4588.524902	0.00
4588.541992	0.00
4588.559082	24.73
4588.576172	0.00
4588.593262	0.00
4588.609863	16.94
4588.626953	19.35
4588.644043	0.00
4588.661133	1.90
4588.678223	28.13
4588.694824	11.33
4588.711914	6.29
4588.729004	34.26
4588.746094	0.00
4588.763184	15.01
4588.779785	11.07
4588.796875	4.28
4588.813965	28.96
4588.831055	27.10
4588.847656	0.00
4588.864746	0.00
4588.881836	44.22
4588.898926	0.00
4588.916016	0.00
4588.932617	41.06
4588.949707	0.00
4588.966797	35.14
4588.983887	15.45
4589.000488	0.00
4589.017578	7.78
4589.034668	27.70
4589.051758	32.22
4589.068848	30.64
4589.085449	11.13
4589.102539	15.00
4589.119629	25.61
4589.136719	33.35
4589.153320	19.52
4589.170410	14.41
4589.187500	45.89
4589.204590	5.57
4589.221191	27.23
4589.238281	32.77
4589.255371	35.63
4589.272461	167.44
4589.289062	178.31
4589.306152	136.86
4589.323242	0.00
4589.340332	0.00
4589.356934	39.60
4589.374023	4.32
4589.391113	15.56
4589.408203	47.04
4589.424805	0.22
4589.441895	0.00
4589.458984	17.85
4589.476074	0.00
4589.492676	43.55
4589.509766	12.63
4589.526855	0.00
4589.543945	43.62
4589.560547	16.29
4589.577637	28.33
4589.594727	57.87
4589.611816	69.65
4589.628418	28.24
4589.645508	40.71
4589.662598	65.99
4589.679688	47.13
4589.696289	30.10
4589.713379	21.93
4589.730469	58.55
4589.747559	90.88
4589.764160	115.11
4589.781250	191.24
4589.798340	280.30
4589.815430	578.71
4589.832031	1331.48
4589.849121	3482.68
4589.866211	10239.25
4589.883301	31731.23
4589.899902	45636.98
4589.916992	20852.48
4589.934082	5070.71
4589.950684	1623.02
4589.967773	801.83
4589.984863	460.83
4590.001953	320.23
4590.018555	183.54
4590.035645	157.64
4590.052734	100.14
4590.069336	61.14
4590.086426	112.25
4590.103516	110.69
4590.120605	56.28
4590.137207	37.19
4590.154297	28.05
4590.171387	49.00
4590.188477	24.00
4590.205078	31.41
4590.222168	1.50
4590.239258	46.08
4590.255859	31.24
4590.272949	21.67
4590.290039	45.68
4590.307129	28.60
4590.323730	0.00
4590.340820	9.81
4590.357910	31.61
4590.374512	0.00
4590.391602	26.85
4590.408691	33.46
4590.425293	17.23
4590.442383	35.13
4590.459473	19.44
4590.476562	9.01
4590.493164	6.35
4590.510254	25.00
4590.527344	22.38
4590.543945	9.43
4590.561035	54.22
4590.578125	0.00
4590.594727	42.54
